Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
"South Sudan/Sudan",Government/territory,118,"Sudanese peace process","Africa (excl MENA)",362,"Declaration on the Conclusion of IGAD Negotiations on Peace in the Sudan",2004-11-19,"Multiparty signed/agreed",3,4361,Intra,Ren,Resub,"Hon. Yahya Hussein Babikar, For the Government of the Republic of the Sudan;  Cdr. Nhial Deng Nhial, for the Sudan People's Liberation Movement/Army","WITNESSED BY: Lt. Gen. Lazaro K. Sumbeiywo (Rtd.), On Behalf of the IGAD Envoys; Dr. Jan Pronk, Special Representative of the Secretary-General of the United Nations; IN THE PRESENCE OF: The United Nations Security Council; Ambassador Abdallah Baali, Permanent Representative of Algeria to the United Nations; Ambassador Ismael Gaspar Martins, Permanent Representative of Angola to the United Nations; Ambassador Joel Adechi, Permanent Representative of Benin to the United Nations; Ambassador Ronaldo Sardenberg, Permanent Representative of Brazil to the United Nations; Ambassador Jean-Marc de La Sablière, Permanent Representative of France to the United Nations;  Ambassador Gunter Pleuger,  Permanent Representative of Germany to the United Nations; Ambassador Munir Akram, Permanent Representative of Pakistan to the United Nations; Ambassador Lauro Baja, Jr,  Permanent Representative of the Philippines to the United Nations; Ambassador Mihnea Motoc, Permanent Representative of Romania to the United Nations; Ambassador Andrey Denisov,  Permanent Representative of the Russian Federation to the United Nations; Ambassador Juan Antonio Yáñez-Barnuevo, Permanent Representative of Spain to the United Nations; Ambassador Emyr Jones Parry,  Permanent Representative of the United Kingdom to the United Nations; Ambassador John Danforth, Permanent Representative of the United States to the United Nations","Page 1, WHEREAS the Government of the Republic of the Sudan and the Sudan People’s Liberation Movement/Army (the Parties) reconfirmed in the Nairobi Declaration of 5th June, 2004 on the Final Phase of the IGAD led negotiations on Peace in the Sudan, their agreement on the six texts, including the Machakos Protocol as well as the texts relating to Power Sharing, Wealth Sharing, Security Arrangements, and resolution of the Conflict in Southern Kordofan/Nuba Mountains, Blue Nile, and Abyei Area;

Page 1, WHEREAS the Parties in a Joint Press Statement on October 16, 2004, “recommitted themselves to finalize and conclude the Comprehensive Peace Agreement in recognition that prompt completion of the Peace Process is essential for all the people of the Sudan as it will help in resolving all challenges facing the country”;

Page 1, ACKNOWLEDGING the progress made to date on the Security Arrangements
and Ceasefire Details including the extensive work that has been accomplished
in the Implementation Modalities annexes; and

Page 1, DECLARING that the conclusion of the IGAD led initiative is central to a
comprehensive Peace Agreement in the Sudan including the resolution of the
Conflict in Darfur;

Page 1, NOW HEREBY THE PARTIES AFFIRM that the six Protocols referred to in
the Nairobi Declaration of 5th June, 2004, constitute and form the core Peace
Agreement and therefore invite the UN Security Council in this its Nairobi
sitting to pass a resolution endorsing the six Protocols

Page 1, FURTHER the Parties declare their commitment to expeditiously complete
Negotiations on the two annexes on Ceasefire Agreement and Implementation Modalities so as to conclude and sign the Comprehensive Peace Agreement no later than 31st December, 2004.",SSD,SDN,626,625,309,1546,,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"South Sudan/Sudan",Government/territory,118,"Sudanese peace process","Africa (excl MENA)",581,"The Nairobi Declaration on the Final Phase of Peace in the Sudan",2004-06-05,"Multiparty signed/agreed",5,8213,Intra,Imp,ExtSub,"H.E. Ali Osman Mohamed Taha, First Vice-President of the Government of the Republic of the Sudan; Dr. John Garang de Mabior, Chairman of the Sudan People’s Liberation Movement (SPLM)    ","Witnessed by: Hon. Stephen Kalonzo Musyoka, Minister for Foreign Affairs of the Republic of Keny and on behalf of the IGAD Ministerial Sub-Committee on Sudan","Page 1, Preamble
THE PARTIES NOW RECONFIRM their agreement on the following texts: Machakos Protocol, dated 20th July, 2002; Agreement on Security Arrangements During the Interim Period, dated 25th September, 2003; the Agreement on Wealth Sharing During the Pre-Interim and Interim Period, dated 7th January, 2004, Protocol Between the Government of Sudan and the Sudan People’s Liberation Movement on Power Sharing, dated 26th May, 2004, Protocol Between the Government of Sudan and the Sudan People’s Liberation Movement on the Resolution of Conflict In Southern Kordofan/Nuba Mountains and Blue Nile States, dated 26th May, 2004; and
Protocol Between the Government of Sudan and the Sudan People's Liberation Movement on the Resolution of the Conflict in Abyei Area, dated 26th May, 2004;

Page 2, Preamble
THE PARTIES FURTHER COMMIT themselves to the strict observance of the Memorandum of Understanding on Cessation of Hostilities, dated 15th October, 2002 and its related Addendum creating a Verification and Monitoring Mechanism, dated 4th February 2003 until the final Ceasefire Agreement is put in place;",SSD,SDN,626,625,309,1545,,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"South Sudan/Sudan",Government/territory,118,"Sudanese peace process","Africa (excl MENA)",385,"Framework Agreement on Wealth Sharing during the Pre-interim and Interim Periods between the Government of the Sudan (GOS) and the Sudan People's Liberation Movement/Sudan People's Liberation Army (SPLM/A)",2004-01-07,"Multiparty signed/agreed",19,40069,Intra,SubPar,Iss,"For The Government of the Sudan: Hon. Idris Mohamed Abdelgadir;  For: The Sudan People’s Liberation Movement/Army: Cdr. Nhial Deng Nhial
","WITNESSED BY: Lt. Gen. Lazaro K. Sumbeiywo (Rtd), Special Envoy IGAD Sudan Peace Process and on behalf of the IGAD Envoys","Machakos Protocol; Comprehensive Peace Agreement",SSD,SDN,626,625,309,1310,,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,1,1,2,3,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
"South Sudan/Sudan",Government/territory,118,"Sudanese peace process","Africa (excl MENA)",275,"Agreement on Security Arrangements during the Interim Period",2003-09-25,"Multiparty signed/agreed",4,8106,Intra,SubPar,Iss,"Hon. Idris Mohamed Abdelgadir for: The Government of the Sudan; Cdr. Pa'gan Amum Okiech, for: The Sudan People's Liberation Movement/Army","Witnessed by: Lt Gen. Lazaro K. Sumbeiywo (Rtd) Special Envoy IGAD Sudan Peace Process and on behalf of the IGAD Envoys","Machakos Protocol; ",SSD,SDN,626,625,309,1278,,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"South Sudan/Sudan",Government/territory,118,"Sudanese peace process","Africa (excl MENA)",440,"Machakos Protocol",2002-07-20,"Multiparty signed/agreed",9,13716,Intra,SubPar,MultIss,"Government of the Republic of Sudan, Sudan People's Liberation Movement/Sudan People's Liberation Army","Witnessed by Lt Ge Lazaro K. Sumbeiywo, Special Envoy IGAD Sudan Peace Process and on behalf of the IGAD Envoys","Page 2, PREAMBLE, PRINCIPLES, AND THE TRANSITION PROCESS
COMMITTED to a negotiated, peaceful, comprehensive resolution to the conflict based on the Declaration of Principles (DOP) for the benefit of all the people of the Sudan; 
",SSD,SDN,626,625,309,1277,,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,1,1,1,0,3,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"South Sudan/Sudan/Darfur",Government/territory,24,"Darfur-Sudan peace process","Africa (excl MENA)",1812,"Darfur Ceasefire (GoS/SLM/A), Abeche",2003-09-03,"Multiparty signed/agreed",2,3955,Intra,Cea,CeaMix,"Signatures:

Major General ‘Ismat ‘Abd al-Rahman, 
Commander of the Western Region, Sudanese Government

Mr. ‘Abd al-Rahman Musa, 
Minister of Public Security and Migration, Chadian Government

Adjutant General ‘Abd Allah Abkar Bashir,
Sudanese Liberation Army

Government Delegation:
Major General al-Rakan ‘Ismat ‘Abd al-Rahman Zayn al-Abidin, Head
Brigadier General Ibrahim Muhammad al-Hassan Ahmed Sa’id, Member
Colonel ‘Amr ‘Abd al-Mahlib, Member
Consul General Khalid ‘Abas Ahmed al-Na’im, Member
Babakar ‘Amr ‘Abd al-Qadir, Member

Sudanese Liberation Army Delegation:
‘Abd Allah Abkar Bashir, Head
Yahya Sin al-Nil, Member
Amr Sulayman Dahiya, Member
Adam Sulayman Bashir, Member
‘Abd Allah Hassan Allah al-Duhi, Member
Mustafa Mahmud al-Tayeb, Member
Professor ‘Uthman Muhammad al-Bashir, Member
","President Idriss Deby, Chad",,SDN,,625,,309,,,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
"Spain/Basque Country",Government/territory,122,"Spain - Basque internal process","Europe and Eurasia",1439,"Basque Ceasefire Statement",2011-10-01,"Unilateral document",1,2389,Intra,Cea,Ceas,"Euskadi ta Askatasuna",,,ESP,,230,,342,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1157,"Statement read out by the Norwegian Facilitator Erik Solheim",2006-02-24,"Multiparty signed/agreed",1,1139,Intra,Ren,Reimp,,,,LKA,,780,,352,,,835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1012,"Memorandum of Understanding for the Establishment of a Post-Tsunami Operational Management Structure (P-TOMS)",2005-06-27,"Multiparty signed/agreed",6,12693,Intra,SubPar,Iss,"Government of Sri Lanka and Liberation Tigers of Tamil Eelam",,"2003 Ceasefire",LKA,,780,,352,,,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1010,"The LTTE's Proposal for an Agreement to Establish an Interim Self-Governing Authority for the Northeast",2003-10-31,"Unilateral document",7,18741,Intra,Pre,PreMix,"Government of Sri Lanka and the Liberation Tigers of Tamil Eelam","the Royal Norwegian Government",,LKA,,780,,352,,,835,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,3,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,1,2,2,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1278,"Agreed Statement on behalf of the Parties",2003-03-21,"Multiparty signed/agreed",3,6874,Intra,Pre,Prin,"Government of Sri Lanka, Liberation Tigers of Tamil Eelam","Royal Government of Norway","Ceasefire Agreement;",LKA,,780,,352,,,835,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1280,"Human Rights issues relating to the peace process",2003-02-08,"Multiparty signed/agreed",7,15981,Intra,Pre,Conf,"Government of Sri Lanka; Liberation Tigers of Tamil Eelam (LTTE)",Norway,,LKA,,780,,352,,,835,3,1,0,1,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,3,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1161,"Accelerated Action on Resettlement and Humanitarian Action, Progress on Human Rights",2003-01-09,"Multiparty signed/agreed",2,7207,Intra,Pre,PreMix,"The Government of Sri Lanka (GOSL) and the Liberation Tigers of Tamil Eelam (LTTE) ","Royal Government of Norway",,LKA,,780,,352,,,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1160,"The third sesson of peace talks between the Government of Sri Lanka (GOSL) and the Liberation Tigers of Tamil Eelam (LTTE) (Oslo Communique)",2002-12-05,"Multiparty signed/agreed",2,4905,Intra,Pre,PreMix,"Liberation Tigers of Tamil Eelam (LTTE); Government of Sri Lanka","Royal Government of Norway",,LKA,,780,,352,,,835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Sri Lanka",Government/territory,124,"Sri Lanka LTTE 2000s process","Asia and Pacific",1159,"Significant Steps to Restore Normalcy, Improve Security and Address Political Matters",2002-11-03,"Multiparty signed/agreed",2,7628,Intra,Pre,Proc,"Government of Sri Lanka (GOSL) and the Liberation Tigers of Tamil Eelam (LTTE) ",Norway,"Ceasefire Agreement; ",LKA,,780,,352,,,835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
